1791242.12814080,-8368781.37802546,-5137768.03849399,5175.31147420771,2403.56415493421,-1026.16077757949,23069.25412064
2814212.42046839,7809915.07299639,2056893.05844676,-5386.01781229883,1849.60547976964,-3418.72630373538,23069.88238612
2819968.68602639,-7409741.25479962,-614975.134999740,5923.75610738249,1335.05931074520,-3928.92237580812,23069.74311486
-8504751.68318881,-1914000.07735731,3374738.65315627,3337.40698723101,-4890.19925005894,2239.58750526757,23069.58765946
4535888.83456221,-6572669.62855186,5043575.19413163,4350.58535510520,4116.12873029599,511.225798143607,23069.76095801
385169.604652878,6808168.06583524,-1495878.88488258,-4858.96607201123,1410.53046593647,5586.82677759268,23070.12347866
3934457.95948817,2878908.39566087,5078441.55983229,-3018.44219083900,6723.39145221652,-1473.45848898870,23070.05357542
-1113191.96640828,-5902101.65996274,-3664652.04776271,2783.15269935229,-4219.76085300088,5661.48684789704,23069.89552774
4294894.41120584,1704837.88893322,5449921.36353558,2408.40891654263,5857.47071433059,-3917.13588404050,23070.19021158
1119178.55295512,2962415.77851911,6308356.15530070,-7329.04120363129,-543.036656897830,1734.41349115665,23069.85253466
-2769744.19719942,6705056.26029087,-3172707.45061740,-4121.74174104239,-3840.03305185204,-4351.49648027169,23069.91137007
4288768.66044185,3517878.15318861,-5784348.75285040,-5095.25130513207,4751.92123935055,-984.662974550734,23069.94272091
5525626.51162357,-720536.030021197,-5805261.34562773,1865.68353009261,6682.37063924796,1000.18675142214,23069.66087824
-2622077.72936483,6556427.28470476,2110844.22154672,-5973.54098297731,-3371.90241236932,2776.87013334548,23070.14011144
324070.999866815,-6790443.36100398,2661359.94690405,7087.96377548245,-521.776301380783,-2259.62937731942,23069.91038515
6868054.88167514,370883.774458730,-5321950.43776866,-679.293731125988,6299.97338753282,-1158.27548827058,23069.83445461
2430545.21968165,-6249439.64606832,-1773344.98055655,6248.10628353902,1065.75930537576,4371.79735329959,23069.71826139
5670706.30169493,3349238.43343256,3592050.04108110,-3593.43297565676,6163.43039588754,502.121584585043,23069.90436877
6718810.60558562,-762135.580543892,-1694655.15221745,-725.672210756896,5322.30387194230,-5336.60651283496,23069.53410638
-2797238.62783623,-694829.715603172,-6654869.13075248,2679.38105226396,-6928.37106995876,-377.385506431887,23069.79716656
6150824.28197658,3527621.02287809,-1615510.63820000,-217.035061257274,3330.04201004481,6628.34713609917,23070.16608358
3490990.21552395,-3741063.43102317,5085741.52240930,6001.10669515689,-349.617084263838,-4416.26385011105,23069.68625267
1303286.83476415,6411032.53166588,-2849228.03265749,-3715.81929843146,-2049.88915354323,-6186.46832985234,23069.84259939
-2667018.16484931,6078308.17168389,2922179.11502714,-3980.86823747691,1139.93209509476,-6105.77184673251,23070.08224098
-4822325.17572038,5414776.83688340,887194.173451335,-1606.46962819740,-2603.87215031490,6705.46065556972,23070.17208352
600632.367771954,-2858630.37056650,-6380794.96877360,7443.85956395478,-643.494637666482,1037.33549062963,23070.05198297
4066156.20717485,-2022221.43630528,-5465714.74228022,6090.07268919460,2164.18860638119,3822.91169404973,23069.89813399
-1122245.67841095,3066557.51390533,-6404924.74706219,-7221.75657493869,781.122094607884,1577.64727883512,23069.57019564
-6131411.15069167,-3835104.24809417,938489.812207184,775.934533262184,-2957.96617004112,-6707.82123515832,23069.91656869
6017857.04889811,3224371.31388984,-2014188.24254217,213.167191525787,3619.70841582763,6561.77316903874,23069.64735243
-526376.471544734,-5896210.88940470,4063325.39628921,3856.85262416382,3341.76946016689,5396.57769815578,23069.87161409
-3329174.80796021,3890185.15293370,-5104185.84955625,-304.277744640631,-6045.51078246252,-4333.20135062962,23069.83911313
630284.120178879,-3425869.28562010,-6339371.87881386,6670.05154569169,-2559.74891263070,2094.32742487074,23070.14965805
-6478190.69590619,-3070829.24555853,1514434.75841110,2518.74928439473,-2087.85247301468,6576.99660705532,23069.61831549
-4838523.70899986,-1508763.40338526,5233411.68092101,-2957.08224475048,-5336.07731494166,-4188.04403977796,23069.6777724
7098848.79741798,947281.339581084,255617.118562261,-631.658157287886,2851.07749804727,6884.94197874037,23069.90066537
-447871.146560784,-5585236.38766374,4566606.44161638,3437.00329054757,-4373.78942858950,-4960.75149795132,23069.83954696
-3032517.36850892,2445415.09284584,5963202.40792901,215.844074747005,-6903.89299508384,2912.92357727630,23070.06047267
6767491.18901820,-2359026.55438353,-1034507.52128761,50.5670689475537,3069.24453987551,-6767.21083729479,23069.9600406
356278.320130724,7088041.75790980,-1822645.78267832,-2937.25356046788,1789.50036867279,6518.11561005555,23069.43416662
-3164495.36290648,2105246.87137828,6211050.01664549,266.419207716505,-6977.18135670641,2482.83877270251,23069.83983646
-1703999.72381877,7040181.19557601,620985.533835137,-2683.60760737382,-1290.41909763775,6777.12942473822,23069.7895786
-5084516.87003909,-4745469.02419284,2015184.71532172,3448.05950712718,-963.955195752862,6476.07051081913,23069.81227871
-6538959.91234983,841394.309331702,3227221.73787998,-3324.21785716322,-2944.63093422101,-5821.97455654939,23069.84058675
1641001.81213816,2471056.34247774,6739769.97063316,-6033.03526297314,4186.33591004022,-22.0309006533148,23069.85070003
4058894.93659605,-5767242.64427263,-1462760.48904595,1741.90796093928,2782.21050236078,-6696.51931638629,23069.8353642
-348821.949745232,7011087.25914882,1928096.01840368,-3117.65853325093,1581.22955574973,-6507.62757533450,23069.90163585
3191711.74200133,-1113515.50230900,6289195.24595808,5497.44478739298,4641.45057345575,-1999.85078346747,23069.79305183
-6043214.67132640,-428522.873157519,5102425.40897579,-3941.32825810326,-3861.58866489826,-4353.90452990947,23069.89711176
