a, e, i, pa, raan, ma 
8618524.87645682,0.1845433,0.5976880023454582,1.9797356971834277,1.9797356971834277,5.706830464281255
8119869.462511625,0.1462632,0.5737508116543559,0.0735935532395929,0.0735935532395929,0.23952898654370178
8315013.55666084,0.1660426,0.5741173307972747,3.29092476971968,3.29092476971968,3.882694360571625
8815980.193459757,0.2026418,0.5979253671237295,3.959087421931417,3.959087421931417,6.08123151410207
8258549.182091864,0.1659447,0.5819556044679813,5.508547098620682,5.508547098620682,5.930201192609993
6947699.842505375,0.012951,0.8775480572442449,3.6972723261689997,3.6972723261689997,5.939552666742179
7023281.01393648,0.0023385,0.8443937827733606,0.672218797393372,0.672218797393372,5.01506746992405
7156278.047099418,0.0258642,1.1640874871904139,5.886564470651631,5.886564470651631,0.5636296473220407
7103428.446301926,0.0201936,1.1639862580937983,5.198953614584921,5.198953614584921,4.097804445550675
7128009.128953213,0.0232232,1.1635185098542637,1.2835413118554098,1.2835413118554098,0.8336251012885556
7970142.372183276,0.0114183,0.8243958002040096,6.009774243866919,6.009774243866919,0.29781251158480043
7978133.542610826,0.0108095,0.823969939866523,3.8244335248108023,3.8244335248108023,3.2686543684642326
7982520.223574633,0.0098415,0.8251096398680754,2.46420070029351,2.46420070029351,4.998572363163452
7463884.806256631,0.0164898,0.4943767279321578,3.4907736957192905,3.4907736957192905,2.7435109764779186
7439321.3144133575,0.0189188,0.49300489914009027,4.644417132665771,4.644417132665771,3.4489241909149704
7944228.610219319,0.1167,0.678072631704561,3.465040561227886,3.465040561227886,4.848664288380407
7166850.760181227,0.0355328,0.6765925924988698,1.3602345698465446,1.3602345698465446,3.3592910618495497
7232757.953319287,0.0536995,0.5024471303933795,1.471883282096622,1.471883282096622,6.246763776348969
6990525.3533881195,0.0034083,0.8406238715890528,4.812392855865461,4.812392855865461,2.4882321387642197
7300193.465444465,0.0071066,1.1660911251717034,6.105816221945663,6.105816221945663,5.542273841086222
7307048.491073963,0.0071468,1.1660858891839476,1.6528878881624498,1.6528878881624498,5.112798926718725
7265437.656606926,0.0078027,1.1652289325212182,3.782885961967078,3.782885961967078,5.49350061513924
7190161.137939492,0.0099544,1.1646721724898321,5.3891595964672625,5.3891595964672625,5.255378363972645
7182890.429430903,0.0113982,1.1642707467618734,0.1435515856472816,0.1435515856472816,3.341397946358104
7272657.8774531055,0.0088602,1.1649531704994032,3.298907905718302,3.298907905718302,3.8675309400302984
7031661.396543191,0.006086,1.1650264743279868,1.0204608523852965,1.0204608523852965,4.656248719665039
7143961.705807947,0.0107814,1.1638693210339146,1.1780518665356206,1.1780518665356206,4.905193757523251
7165187.700518624,0.0082093,1.1613926988253347,4.014175249112114,4.014175249112114,1.7446293749642798
7251462.191848599,0.0080145,1.167197663917468,1.6930514049093432,1.6930514049093432,2.0810834761882346
7144973.716949908,0.0060407,1.164349286578213,1.7312200103212072,1.7312200103212072,5.017373049865935
7135673.107489459,0.0074808,1.1664628803023782,5.431612985192773,5.431612985192773,2.305330359801474
7267258.737779207,0.008751,1.163741911998519,6.008824784753834,6.008824784753834,5.038418229986482
7275921.305238009,0.0079792,1.1653860121538977,0.5431150472940995,0.5431150472940995,5.210952753192382
7268809.439666615,0.0083263,1.1647210417088878,4.526439856547961,4.526439856547961,2.729045687637389
7291355.866289881,0.0081743,1.163431243391664,1.7908701281666177,1.7908701281666177,1.2083595089965022
7206685.218450112,0.0053364,1.1713812181344982,1.192677725667333,1.192677725667333,5.863807122534877
7282292.1817616355,0.0083986,1.1672849303800674,2.86325801645725,2.86325801645725,0.24352753586002077
7153402.102110888,0.0051216,1.1786330611765345,2.859098896849747,2.859098896849747,5.222131587051406
7263884.656567532,0.0034341,1.1720461885795082,3.7620414947105094,3.7620414947105094,0.23196996555331437
7316120.549844712,0.0049164,1.162206022256764,2.651584484775377,2.651584484775377,4.075312387480223
7305314.451733118,0.0036729,1.160643952576229,2.833863181195161,2.833863181195161,5.395418347164915
7265941.628540242,0.0057636,1.168093017823741,2.8160102082765106,2.8160102082765106,4.2679321597180735
7203480.787807874,0.0057444,1.1627034410935824,4.849214067094785,4.849214067094785,2.542637542207387
7248945.759906679,0.0156551,1.1479990421455302,1.173613494247799,1.173613494247799,2.3212617252136787
7335683.6853493545,0.006894,1.1562701574707313,0.4014937957995236,0.4014937957995236,1.9601042337569958
7238678.962789094,0.0159081,1.1621798423179839,3.148488449464423,3.148488449464423,0.9771103644242614
7255231.018475718,0.0078346,1.1634469513549321,5.9210643939758025,5.9210643939758025,3.9547869306545027
7132982.215898285,0.0040285,1.1672796943923116,4.809572403794237,4.809572403794237,4.060353170461379
7778420.370907098,0.061406,1.1706586518241728,1.245327327882994,1.245327327882994,1.5602667554176148
